ID	Description	Type
201036	Unable to communicate with the Mezzanine board.	Fault
201038	BGM.FPGA.InterlockConfigurationFailed_desc	Fault
206000	Link 1: The HSSB link supervision has detected problems with receiving data from the link. ({0}).	Fault
206001	Link 1: HSSB Carrier FIFO (downstream) overflow ({0}).	Fault
206002	Link 1: The Controller opened safety loops due to HSSB problems ({0}).	Fault
206003	Link 1: The HSSB link supervision has detected problems with receiving data from the link. ({0}).	Fault
206004	Link 1: The Controller detected a problem with the HSSB watchdogs or clocks ({0}).	Fault
206005	Link 1: HSSB Controller FIFO (upstream) overflow ({0}).	Fault
206006	Link 1: Unable to communicate with the Controller board ({0}).	Fault
206007	Link 1: Controller/Carrier HSSB miswired (Carrier has link ID {0}, Controller has link ID {1}).	Fault
206008	Link 1: Watchdog for MicroBlaze {0} timed out.	Fault
206009	Link 1: HSSB connection between Carrier and Controller not established.	Fault
206010	Reported component version does not match the version required by configuration file.	Fault
206011	Failed to access mezzanine register on HSSB Link 1	Fault
206050	The node software detected an incompatible version of FPGA Controller Hardwired Firmware on Link 1	Fault
206100	Link 2: The HSSB link supervision has detected problems with receiving data from the link. ({0}).	Fault
206101	Link 2: HSSB Carrier FIFO (downstream) overflow ({0}).	Fault
206102	Link 2: The Controller opened safety loops due to HSSB problems ({0}).	Fault
206103	Link 2: The Controller detected a problem with the HSSB communication ({0}).	Fault
206104	Link 2: The Controller detected a problem with the HSSB watchdogs or clocks ({0}).	Fault
206105	Link 2: HSSB Controller FIFO (upstream) overflow ({0}).	Fault
206106	Link 2: Unable to communicate with the Controller board ({0}).	Fault
206107	Link 2: POS Controller/Carrier HSSB miswired (Carrier has link ID {0}, POS Controller has link ID {1}).	Fault
206108	Link 2: Watchdog for MicroBlaze {0} timed out.	Fault
206109	Link 2: HSSB connection between Carrier and Controller not established.	Fault
206110	Reported component version does not match the version required by configuration file.	Fault
206111	Failed to access mezzanine register on HSSB Link 2	Fault
206150	The node software detected an incompatible version of FPGA Controller Hardwired Firmware on Link 2	Fault
206200	Link 3: The HSSB link supervision has detected problems with receiving data from the link. ({0}).	Fault
206201	Link 3: HSSB Carrier FIFO (downstream) overflow ({0}).	Fault
206202	Link 3: The Controller opened safety loops due to HSSB problems ({0}).	Fault
206203	Link 3: The HSSB link supervision has detected problems with receiving data from the link. ({0}).	Fault
206204	Link 3: The Controller detected a problem with the HSSB watchdogs or clocks ({0}).	Fault
206205	Link 3: HSSB Controller FIFO (upstream) overflow ({0}).	Fault
206206	Link 3: Unable to communicate with the Controller board ({0}).	Fault
206207	Link 3: Controller/Carrier HSSB miswired (Carrier has link ID {0}, Controller has link ID {1}).	Fault
206208	Link 3: Watchdog for MicroBlaze {0} timed out.	Fault
206209	Link 3: HSSB connection between Carrier and Controller not established.	Fault
206210	Reported component version does not match the version required by configuration file.	Fault
206211	Failed to access mezzanine register on HSSB Link 3	Fault
206250	The node software detected an incompatible version of FPGA Controller Hardwired Firmware on Link 3	Fault
207500	PCB header can't be read out properly from Controller EEPROM.	Fault
207501	Controller PCB and its FPGA are not compatible.	Fault
207510	PCB header can't be read out properly from Controller Mezzanine EEPROM.	Fault
207520	PCB header can't be read out properly from POS EEPROM.	Fault
207521	POS PCB and its FPGA are not compatible.	Fault
207530	PCB header can't be read out properly from POS Mezzanine  EEPROM.	Fault
207540	Link 3: PCB header can't be read out properly from EEPROM.	Fault
207541	PCB and its FPGA are not compatible.	Fault
207550	Link 3: PCB header can't be read out properly from Mezzanine EEPROM.	Fault
208000	BGM: Watchdog: Coordinator took too long at BGM start up.	Fault
208001	BGM: Watchdog: Coordinator took too long to send acknowledgement.	Fault
208002	BGM: Watchdog: Coordinator took too long to get status for first sync signal at BGM.	Fault
208003	BGM: Watchdog detected delay in receiving sync signal at BGM (onHeartBeatReceivedHandle).	Fault
208004	BGM: Watchdog detected delay in receiving order (onOrderReceivedHandle) at BGM.	Fault
208005	BGM: Watchdog: Coordinator timeout to handle order took too long (onTimeoutOrderHandle) at BGM.	Fault
208010	BGM: Watchdog detected a delay in executing BGM Controller (BeamIdle) software function.	Fault
208011	BGM: Watchdog detected a delay in executing BGM Controller (Loading) software function.	Fault
208012	BGM: Watchdog detected a delay in executing BGM Controller (Loaded) software function.	Fault
208013	BGM: Watchdog detected a delay in executing BGM Controller (Ready) software function.	Fault
208014	BGM: Watchdog detected a delay in executing BGM Controller (BeamOn) software function.	Fault
208015	BGM: Watchdog detected a delay in executing BGM Controller software function (BeamOn state of BeamServo task).	Fault
208017	BGM: Watchdog detected a delay in periodically updating subnode status.	Fault
208018	BGM: Watchdog detected a delay in periodically monitoring data	Fault
208098	BGM: Watchdog detected a delay in data integrity monitoring function.	Fault
208500	BGM: Task ID = {0} suspended, code = {1}.	Fault
209300	BGM: CANbus controller detected problems in transmitting data via the SUBSYSTEM CANbus.	Fault
209301	BGM: CANbus controller detected problems when receiving data via the SUBSYSTEM CANbus.	Fault
209302	BGM: The BGM SUBSYSTEM CANbus send buffer is full. This problem usually only occurs when attempting to beam on or during beam on.	Fault
209303	BGM: The BGM subsystem CANbus receive buffer is full.	Fault
209304	BGM: Initializing SUBSYSTEM CANbus was not successful.	Fault
210000	BGM: Requested energy of {0} MU/min is not supported.	Fault
210001	BGM: Requested dose rate of {0} MU/min is not supported.	Fault
210005	BGM subsystem delivered an actual dose of {0} MU instead of the plan-ordered dose of {1} MU.	Fault
210007	FPGA beam pulse count {0} differs from expected BGM SW count of {1}.	Fault
210008	BGM software configuration file has nonpermitted calibration gain value of 0.	Fault
210016	BGM: The prescribed energy failed to load.  	Fault
210017	Beam Generation subsystem detected an incompatibility between the BGM controller PCB version and BGM FPGA firmware version.	Fault
210018	The Beam Generation subsystem has detected that the installed BGM Controller PCB cannot support a high-gain ion chamber signal as required in the configuration file.	Fault
210019	BGM software configuration file has nonpermitted, nominal beam data value of 0.	Fault
210020	Accumulated secondary dose {0} MU reached its limit of {1} MU.

Do not perform further treatments until the accelerator has been checked by qualified service personnel.  	Fault
210042	BGM: Total dose limit set by the SPV of {0} MU exceeds the limit of {1} MU	Fault
210043	BGM: Energy name cross check failed.	Fault
210045	BGM: Energy mode cross check failed. Expected modMode = {0}, actual modMode = {1}.	Fault
210046	BGM: Ion plate gain cross check failed.	Fault
210047	BGM: DosimetryCalibParam primary and secondary cross check failed. Primary = {0}, secondary = {1}.	Fault
210048	BGM: DosePerPulse primary and secondary cross check failed. Primary = {0}, secondary = {1}.	Fault
210049	BGM: Energy dependent dynamic parameters CRC check failed, expected CRC = {0}, actual CRC = {1}.	Fault
210050	BGM: EEPROM Calibration data out of range.	Fault
210051	In memory calibration data corrupted. Run Advanced Diagnostic command BGMEEPROMReload to recover	Fault
210052	BGM FPGA simulation flag {0} does not match config value {1}, need to reboot BGM after changing the BGM FPGA simulation flag	Fault
210053	BGM water sensor simulation flag {0} does not match config value {1}, need to reboot BGM after changing simulation flag	Fault
210058	BGM SW failed to receive Beam servo interrupt from the FPGA, Current Beam Count = {0}, Previous Beam Count = {1}	Fault
210063	MicroBlaze beam pulse counter differ from expected value, MB Count: {0}, BGM SW Count: {1}	Fault
210064	Microblaze beam calculation take too long expected {0} ms or less, actual {1} ms	Fault
210067	BGM Node carrier simulation flag {0} does not match config value {1}.	Fault
210200	Solid State Magnetron Modulator Simulation flag of {0} does not match config value of {1}	Fault
210201	Guide Vacion Simulation flag of {0} does not match config value of {1}	Fault
210202	AFC Motor Simulation flag of {0} does not match config value {1}. 	Fault
210203	The value written to FPGA write register has been corrupted. Address = {0}. value = {1}	Fault
210204	The BGM Node software failed to communicate with the modulator controller firmware.	Fault
210205	BGM Node software failed to drive the modulator controller firmware to Off state.	Fault
210206	BGM Node software failed to drive the modulator controller firmware to Standby state.	Fault
210207	BGM Node software failed to drive the modulator controller firmware to HV state	Fault
210208	BGM Node software failed to drive the modulator controller firmware to Trig state	Fault
210209	Solid State Modulator firmware version does not match that specified in the BGM default configuration file.	Fault
210210	AFC Motor position is command to move beyond its limit	Fault
210220	Read back Modulator State does not match the high voltage hardware signal state.	Fault
210221	Yield Servo failed to adjust HVPS within the lower limit. computed HVPS = {0}. lower limit = {1}.	Fault
210222	Yield Servo failed to adjust HVPS within the upper limit. computed HVPS = {0}. upper limit = {1}.	Fault
210223	Modulator  configuration settings are corrupted. Address {0}.	Fault
210224	Modulator Configuration Setting file is missing or invalid	Fault
210225	BGM FPGA MB failed to release interlock after the mode up time has expired	Fault
210226	Blade Y1 Motor Simulation flag of {0:F0} does not match config value {1:F0}. 	Fault
210227	Blade Y2 Motor Simulation flag of {0:F0} does not match config value {1:F0}. 	Fault
210228	Blade X1 Motor Simulation flag of {0:F0} does not match config value {1:F0}. 	Fault
210229	Blade X2 Motor Simulation flag of {0:F0} does not match config value {1:F0}. 	Fault
210230	KV Filter Shape Motor Simulation flag of {0:F0} does not match config value {1:F0}. 	Fault
211210	Accelerator vacion {0} voltage is out of range.	Fault
211211	Accelerator Vacion current out of range (minor fault).

The limit are as follow:

Upper Fault Limit:
0.80mA
Upper Warning Limit:
0.75mA

Lower Warning Limit:
none
Lower Fault Limit:
none

Fault Originator:
BGM software	Fault
211213	Accelerator Vacion Voltage of {0} V is below Major fault range of 2400 V	Fault
